customer_id,first_name,last_name,gender,dob,city,state,occupation,account_open_date,account_type,balance,credit_score,loan_status
66,Rasha,Setty,F,1974-03-05,Delhi,Uttar Pradesh,Engineer,2022-12-17,Current,267510.62,617,Defaulted
67,Indrans,Chandran,F,1992-08-01,Hyderabad,Jharkhand,Retired,2024-01-17,Salary,111831.8,533,Closed
68,Kavya,Shah,O,1969-07-30,Chennai,Nagaland,Student,2016-10-04,Fixed Deposit,169469.97,673,Defaulted
69,Bhavin,Bakshi,M,1958-11-30,Delhi,Odisha,Retired,2021-02-05,Fixed Deposit,110163.35,771,Defaulted
70,Eva,Brar,M,1987-03-18,Mumbai,Arunachal Pradesh,Teacher,2024-04-26,Current,351806.46,412,Defaulted
71,Kabir,Banerjee,M,1989-04-28,Ahmedabad,Punjab,Student,2017-02-15,Fixed Deposit,33381.23,741,Active
72,Yuvaan,Bhasin,M,1959-05-23,Delhi,Odisha,Retired,2019-10-07,Current,481261.2,809,Active
73,Kimaya,Bahri,F,1971-07-09,Bangalore,Punjab,Business,2025-08-12,Current,348455.83,686,Active
74,Nirvi,Manne,F,1960-05-05,Pune,Odisha,Other,2022-11-23,Savings,151138.28,380,Defaulted
75,Pranay,Chaudry,M,1990-05-04,Hyderabad,Sikkim,Retired,2021-02-22,Savings,134123.73,301,Defaulted
76,Nakul,Deo,O,2003-07-03,Kolkata,Madhya Pradesh,Student,2021-02-09,Current,251836.83,524,Closed
77,Amira,Dugar,M,1963-09-02,Bangalore,Tripura,Business,2020-11-13,Savings,317541.32,429,Closed
78,Amira,Rastogi,O,1959-09-14,Pune,Odisha,Other,2015-12-03,Fixed Deposit,265936.36,715,Closed
79,Heer,Chhabra,F,1961-07-27,Bangalore,Mizoram,Other,2017-01-04,Savings,296755.67,738,No Loan
80,Stuvan,Wadhwa,M,1972-10-23,Ahmedabad,Assam,Doctor,2018-01-07,Current,381048.19,422,No Loan
81,Raunak,Brar,F,1971-05-22,Chennai,Manipur,Other,2022-01-19,Current,121837.81,593,Closed
82,Manjari,Swamy,M,1991-09-24,Hyderabad,Rajasthan,Business,2020-11-28,Salary,184523.78,497,Defaulted
83,Nitya,Taneja,M,1990-10-04,Chennai,Nagaland,Teacher,2015-11-24,Fixed Deposit,200013.4,810,Defaulted
84,Himmat,Deo,M,1975-02-20,Delhi,Bihar,Teacher,2017-07-11,Current,46054.6,500,Defaulted
85,Indrans,Deshpande,M,1962-01-18,Delhi,Jharkhand,Student,2025-03-05,Fixed Deposit,161069.25,625,Defaulted
86,Saanvi,Garg,O,1995-12-04,Pune,Gujarat,Business,2019-05-07,Savings,348210.59,702,No Loan
87,Dishani,Konda,O,2001-07-19,Hyderabad,Himachal Pradesh,Teacher,2020-04-03,Savings,355863.62,810,No Loan
88,Myra,Kakar,M,1958-03-22,Hyderabad,Uttarakhand,Teacher,2017-05-02,Fixed Deposit,114021.39,788,Active
89,Aarav,Ganesan,O,1973-08-04,Pune,Tripura,Student,2016-07-06,Salary,345777.93,850,Active
90,Ishaan,Shanker,O,1963-09-01,Chennai,Manipur,Student,2020-03-21,Salary,468428.26,772,No Loan
91,Jhanvi,Agrawal,F,1992-04-22,Kolkata,Bihar,Retired,2023-01-15,Salary,105326.74,714,Closed
92,Inaaya ,Badami,M,1959-11-20,Kolkata,Uttarakhand,Retired,2018-04-20,Fixed Deposit,438792.34,562,Closed
93,Ishita,Borah,O,1979-11-21,Chennai,Maharashtra,Business,2025-09-03,Savings,330332.04,645,Defaulted
94,Ryan,Gopal,F,1963-06-09,Hyderabad,Uttar Pradesh,Business,2016-06-22,Salary,491102.0,301,No Loan
95,Lakshay,Sanghvi,F,1957-06-24,Ahmedabad,Haryana,Retired,2021-11-07,Current,498130.6,553,No Loan
96,Sumer,Sridhar,O,2000-02-24,Bangalore,Nagaland,Retired,2017-07-06,Savings,448710.66,336,Defaulted
97,Miraan,Venkatesh,O,1982-06-02,Pune,Goa,Engineer,2018-05-24,Current,441435.54,308,Defaulted
98,Anay,Chakraborty,M,1966-10-24,Hyderabad,Telangana,Doctor,2022-10-11,Savings,140156.8,507,Active
99,Zaina,Sami,M,1977-05-15,Ahmedabad,West Bengal,Student,2022-10-08,Savings,448658.02,451,No Loan
100,Priyansh,Buch,F,2004-10-13,Hyderabad,Uttar Pradesh,Retired,2019-12-27,Fixed Deposit,202849.56,719,No Loan
101,Vaibhav,Viswanathan,F,2002-06-27,Hyderabad,Arunachal Pradesh,Doctor,2017-08-08,Savings,449378.54,553,Active
102,Krish,Taneja,F,1986-10-18,Hyderabad,Manipur,Doctor,2019-07-20,Fixed Deposit,5589.33,809,Active
103,Yashvi,Viswanathan,O,1978-07-23,Hyderabad,Haryana,Other,2020-12-15,Savings,470126.59,452,No Loan
104,Nirvi,Char,M,1969-12-07,Ahmedabad,Madhya Pradesh,Retired,2016-03-02,Salary,3525.73,637,No Loan
105,Darshit,Som,O,1977-02-06,Kolkata,Himachal Pradesh,Other,2020-07-03,Fixed Deposit,243321.26,462,Closed
106,Yakshit,Sane,O,1978-08-29,Ahmedabad,Uttarakhand,Business,2024-06-06,Salary,326328.67,460,Closed
107,Aniruddh,Bhardwaj,O,1991-04-03,Chennai,Himachal Pradesh,Other,2021-05-25,Fixed Deposit,10019.61,697,Closed
108,Prerak,Bahl,F,1966-12-01,Ahmedabad,Bihar,Engineer,2025-08-22,Salary,163374.45,803,Closed
109,Shray,Sethi,F,1995-05-12,Pune,Uttar Pradesh,Teacher,2023-02-27,Savings,325166.82,434,Closed
110,Mahika,Kumer,M,1976-02-10,Hyderabad,Bihar,Business,2023-03-10,Current,360749.02,332,Closed
111,Kanav,Datta,M,1980-12-23,Kolkata,Arunachal Pradesh,Business,2025-07-28,Salary,271727.58,769,No Loan
112,Aarav,Lad,F,2002-12-30,Mumbai,Uttar Pradesh,Doctor,2023-03-08,Fixed Deposit,133335.98,337,No Loan
113,Tejas,Kale,O,1991-05-29,Mumbai,Assam,Other,2019-02-12,Fixed Deposit,489467.54,737,No Loan
114,Misha,Dugar,M,1999-12-19,Pune,Sikkim,Teacher,2021-05-19,Fixed Deposit,453143.3,326,No Loan
115,Dishani,Dubey,O,1963-03-31,Hyderabad,Sikkim,Business,2020-11-15,Current,397610.84,583,Defaulted
116,Yuvaan,Sarin,F,1982-07-22,Ahmedabad,Jharkhand,Engineer,2021-04-24,Fixed Deposit,334793.11,780,Defaulted
117,Kartik,Kade,O,1992-06-28,Kolkata,Sikkim,Retired,2017-12-05,Current,98426.25,815,No Loan
118,Mannat,Mane,M,1980-07-25,Mumbai,Jharkhand,Business,2018-09-22,Savings,13133.67,348,Active
119,Aarav,Doshi,O,1982-05-26,Kolkata,Jharkhand,Doctor,2025-01-31,Fixed Deposit,22758.28,471,Closed
120,Vedika,Mann,M,1969-01-25,Chennai,Punjab,Business,2023-01-29,Salary,470288.83,776,Closed
121,Anahita,Kant,F,1999-04-26,Pune,Manipur,Teacher,2021-03-31,Fixed Deposit,140500.61,817,Defaulted
122,Diya,Khalsa,F,2000-09-27,Chennai,Uttar Pradesh,Other,2019-05-26,Savings,185709.19,336,No Loan
123,Nirvi,Basak,M,2004-11-05,Mumbai,Jharkhand,Teacher,2018-08-26,Current,464230.96,796,Active
124,Divij,Tank,O,1989-11-03,Mumbai,Tripura,Other,2021-06-19,Savings,276829.72,398,Closed
125,Mamooty,Swaminathan,M,1970-09-30,Mumbai,Gujarat,Student,2021-01-16,Current,490185.46,415,Closed
126,Azad,Das,M,1964-10-16,Ahmedabad,Meghalaya,Retired,2016-03-06,Savings,147930.0,460,Closed
127,Amani,Johal,F,1996-05-12,Chennai,Rajasthan,Other,2017-01-01,Salary,159144.08,427,Closed
128,Saanvi,Sarin,O,1993-12-09,Delhi,Madhya Pradesh,Other,2019-01-27,Current,186970.75,622,Defaulted
129,Nirvaan,Borah,M,1988-05-28,Mumbai,Rajasthan,Teacher,2022-07-25,Fixed Deposit,285460.52,587,No Loan
130,Suhana,Vasa,O,2001-07-22,Hyderabad,Tripura,Engineer,2015-11-10,Current,335900.61,454,Active
131,Madhup,Chakrabarti,O,1962-01-07,Chennai,Uttar Pradesh,Other,2022-12-30,Savings,148350.0,403,Active
132,Anahi,Bakshi,F,2002-02-13,Kolkata,Nagaland,Retired,2024-07-29,Salary,348810.85,545,Active
133,Amani,Bhavsar,O,1971-09-21,Pune,Uttar Pradesh,Engineer,2017-10-30,Fixed Deposit,180386.08,776,No Loan
134,Jhanvi,Rajan,M,1986-05-20,Kolkata,Karnataka,Teacher,2024-10-19,Fixed Deposit,148958.56,837,Closed
135,Manjari,Tandon,F,2006-02-27,Bangalore,Telangana,Retired,2023-04-18,Salary,405246.58,707,No Loan
136,Ira,Kapoor,F,1989-02-11,Kolkata,Goa,Other,2023-01-09,Salary,456707.04,805,Defaulted
137,Alisha,Dayal,M,2005-05-15,Delhi,Tripura,Teacher,2023-11-03,Fixed Deposit,3587.25,335,Closed
138,Tiya,Sood,F,1971-08-04,Kolkata,Mizoram,Teacher,2020-06-25,Savings,399349.29,620,No Loan
139,Raghav,Kannan,F,1987-09-28,Bangalore,Assam,Business,2019-11-01,Current,36399.52,699,Defaulted
140,Miraan,Deshpande,F,2003-04-28,Pune,Karnataka,Teacher,2020-08-16,Salary,26333.5,770,Active
141,Dhanush,Biswas,O,1976-07-09,Hyderabad,Chhattisgarh,Engineer,2024-12-14,Current,14780.77,653,No Loan
142,Rania,Bose,F,1970-07-03,Hyderabad,Tamil Nadu,Retired,2022-04-13,Fixed Deposit,47896.99,350,No Loan
143,Zeeshan,Jani,F,1969-04-28,Mumbai,Karnataka,Engineer,2016-11-09,Salary,233333.41,489,Closed
144,Zeeshan,Balasubramanian,F,1991-09-09,Hyderabad,Gujarat,Teacher,2023-09-10,Salary,143984.08,613,No Loan
145,Trisha,Master,O,1983-05-10,Pune,Tamil Nadu,Business,2022-05-23,Salary,430341.9,604,Defaulted
146,Vaibhav,Khare,O,1956-02-04,Ahmedabad,Andhra Pradesh,Teacher,2025-07-23,Salary,19636.75,353,Defaulted
147,Suhana,Hayer,M,1978-09-14,Delhi,West Bengal,Retired,2020-11-04,Current,269004.13,563,Defaulted
148,Siya,Shah,M,1983-04-12,Bangalore,Nagaland,Doctor,2024-12-02,Current,385226.78,304,No Loan
149,Aradhya,Choudhary,F,1995-10-25,Chennai,Himachal Pradesh,Engineer,2019-07-08,Current,229175.32,649,Defaulted
150,Aniruddh,Hayer,M,1984-06-03,Pune,Karnataka,Doctor,2024-01-10,Salary,270776.93,568,Active
151,Samaira,Butala,O,2000-04-12,Bangalore,Uttarakhand,Teacher,2022-08-23,Savings,484798.9,405,Active
152,Misha,Loke,O,1986-07-28,Chennai,Andhra Pradesh,Retired,2017-12-08,Current,162155.28,419,No Loan
153,Nitara,Arya,M,1981-07-30,Mumbai,Assam,Student,2025-05-14,Salary,136145.29,357,No Loan
154,Himmat,Verma,F,1998-07-03,Ahmedabad,Manipur,Teacher,2023-01-21,Current,40149.73,773,Active
155,Pranay,Gupta,F,1967-02-17,Ahmedabad,Karnataka,Engineer,2016-08-14,Savings,481361.56,426,No Loan
156,Shaan,Ganguly,F,1969-03-02,Delhi,Tripura,Student,2023-07-02,Savings,348291.13,357,Closed
157,Suhana,Thakur,M,1980-07-25,Chennai,Maharashtra,Engineer,2020-07-01,Current,457691.65,395,Active
158,Anaya,Andra,O,1971-12-07,Kolkata,Telangana,Student,2017-02-26,Current,275064.11,787,No Loan
159,Stuvan,Choudhury,F,1991-06-22,Ahmedabad,Rajasthan,Teacher,2016-08-25,Fixed Deposit,467372.38,571,Defaulted
160,Tanya,Aurora,O,1959-06-08,Mumbai,Haryana,Student,2016-06-13,Savings,258831.43,746,Closed
161,Misha,Bose,O,1968-05-01,Hyderabad,Haryana,Teacher,2016-02-10,Savings,218400.78,546,Closed
162,Oorja,Bhandari,M,1963-05-10,Bangalore,Odisha,Student,2023-10-27,Savings,24810.35,453,Closed
163,Rati,Dave,M,1969-08-06,Kolkata,Tripura,Business,2023-09-04,Fixed Deposit,178630.37,385,Defaulted
164,Mahika,Raman,M,1979-11-13,Hyderabad,Telangana,Teacher,2018-08-14,Salary,8182.35,519,No Loan
165,Vanya,Tank,M,2003-08-25,Hyderabad,Goa,Teacher,2017-09-17,Current,23955.32,393,No Loan
166,Kavya,Arya,M,1975-12-06,Hyderabad,Jharkhand,Retired,2017-08-08,Current,427874.83,752,Defaulted
167,Vivaan,Sehgal,M,1993-12-12,Delhi,Gujarat,Engineer,2022-02-24,Current,237612.74,517,Defaulted
168,Ehsaan,Sarin,O,1959-12-08,Chennai,Tripura,Business,2019-11-24,Savings,381918.85,640,No Loan
169,Yashvi,Mandal,O,1975-04-15,Chennai,Uttar Pradesh,Retired,2017-10-28,Fixed Deposit,237262.41,588,Defaulted
170,Hazel,Kala,O,1957-07-23,Ahmedabad,Sikkim,Business,2021-09-02,Savings,232872.23,656,Active
171,Dishani,Sabharwal,F,1979-12-25,Pune,Karnataka,Student,2016-12-08,Salary,199853.86,821,Active
172,Ayesha,Bera,M,1955-08-17,Hyderabad,Maharashtra,Retired,2022-11-29,Savings,474623.72,399,Defaulted
173,Rhea,Bose,O,1979-05-31,Mumbai,Maharashtra,Other,2023-08-02,Current,23606.7,522,No Loan
174,Nehmat,Deshmukh,O,1966-10-01,Ahmedabad,Punjab,Teacher,2024-08-22,Current,8636.97,741,No Loan
175,Anahita,Kamdar,O,1991-05-22,Ahmedabad,Uttarakhand,Engineer,2023-12-28,Fixed Deposit,251018.9,624,Defaulted
176,Samarth,Varkey,F,2004-07-05,Pune,Haryana,Teacher,2020-04-30,Savings,342297.92,315,Closed
177,Alisha,Dara,F,1960-08-30,Kolkata,Tripura,Retired,2020-07-05,Fixed Deposit,36213.8,557,Defaulted
178,Manjari,Sami,O,1986-05-22,Kolkata,Madhya Pradesh,Other,2025-06-16,Savings,14229.14,459,No Loan
179,Bhamini,Varghese,M,1977-08-28,Pune,Karnataka,Teacher,2016-04-02,Salary,470174.89,679,Active
180,Lakshit,Goel,F,1967-02-20,Mumbai,Uttar Pradesh,Retired,2024-01-22,Fixed Deposit,65121.68,726,No Loan
181,Ranbir,Wable,M,1972-05-06,Hyderabad,Punjab,Student,2021-07-21,Salary,470790.94,716,No Loan
182,Ivana,Ahluwalia,O,2002-06-25,Ahmedabad,Mizoram,Other,2020-06-18,Savings,326090.9,342,Closed
183,Nakul,Sem,F,1967-10-07,Bangalore,Maharashtra,Teacher,2017-03-21,Fixed Deposit,98699.78,696,No Loan
184,Tara,Dara,M,1988-01-05,Mumbai,Tamil Nadu,Retired,2025-03-17,Current,108079.97,601,Closed
185,Alia,Sule,F,1987-03-01,Mumbai,Andhra Pradesh,Student,2024-02-11,Fixed Deposit,10092.69,798,Active
186,Madhup,Jain,M,1961-02-04,Delhi,Tamil Nadu,Business,2020-10-08,Savings,309508.69,389,Closed
187,Nitara,Mannan,F,1971-04-28,Chennai,Kerala,Student,2020-12-21,Salary,160168.84,717,No Loan
188,Eva,Gera,F,1986-12-20,Ahmedabad,Maharashtra,Doctor,2025-03-07,Fixed Deposit,131086.57,495,Closed
189,Shalv,Goda,F,2005-07-11,Hyderabad,Tamil Nadu,Student,2025-02-15,Current,346752.29,792,Active
190,Ryan,Dass,F,1985-08-22,Kolkata,Haryana,Teacher,2020-05-16,Salary,468387.43,675,Active
191,Saksham,Bhasin,F,1962-12-22,Chennai,Telangana,Other,2019-01-15,Fixed Deposit,367800.45,576,Closed
192,Kartik,Chokshi,F,1991-03-25,Ahmedabad,Telangana,Teacher,2018-11-30,Salary,483822.7,693,No Loan
193,Samaira,Raja,F,1987-09-18,Pune,Tripura,Other,2020-06-20,Current,212312.0,491,Closed
194,Divyansh,Thaman,O,1990-06-19,Kolkata,Gujarat,Doctor,2020-07-30,Fixed Deposit,288386.36,398,Active
195,Taran,Chakraborty,F,1974-12-04,Ahmedabad,Jharkhand,Retired,2019-08-20,Fixed Deposit,206896.22,395,No Loan
196,Gokul,Devan,O,1955-09-23,Bangalore,Arunachal Pradesh,Business,2024-11-06,Savings,171060.97,489,Closed
197,Riaan,Sarkar,O,1958-06-23,Pune,Chhattisgarh,Other,2025-03-06,Savings,281371.48,668,No Loan
198,Ehsaan,Viswanathan,M,1998-03-04,Ahmedabad,Andhra Pradesh,Engineer,2024-02-12,Current,340242.55,578,No Loan
199,Anaya,Khatri,O,1993-10-30,Bangalore,Manipur,Engineer,2020-08-07,Fixed Deposit,377516.89,572,Defaulted
200,Baiju,Date,F,1977-12-13,Kolkata,West Bengal,Retired,2018-11-25,Savings,267629.41,641,Defaulted
201,Chirag,Iyer,O,1987-04-11,Kolkata,Meghalaya,Teacher,2017-09-14,Fixed Deposit,149519.95,318,Active
202,Mohanlal,Sankar,O,1959-10-22,Delhi,Arunachal Pradesh,Doctor,2025-07-31,Salary,195211.64,695,Closed
203,Zoya,Manda,O,1965-02-02,Delhi,Jharkhand,Business,2018-04-21,Savings,479312.21,375,Active
204,Fateh,Mallick,F,1960-07-24,Bangalore,Tripura,Retired,2019-12-27,Salary,178097.69,683,Active
205,Urvi,Lal,M,1983-02-01,Pune,Madhya Pradesh,Other,2019-08-09,Savings,241777.95,805,Defaulted
206,Rohan,Vasa,F,1985-06-03,Pune,Odisha,Business,2023-04-18,Current,316286.77,368,Closed
207,Jiya,Rao,O,1983-12-12,Kolkata,Arunachal Pradesh,Student,2020-12-16,Current,147312.18,324,Closed
208,Tarini,Chawla,M,1996-04-01,Delhi,Rajasthan,Student,2017-06-14,Fixed Deposit,277297.82,768,Closed
209,Nitara,Baria,F,1969-02-15,Bangalore,Goa,Doctor,2020-04-07,Fixed Deposit,376434.89,450,Defaulted
210,Ishita,Barad,F,1971-02-01,Chennai,Goa,Retired,2018-09-21,Savings,390866.73,338,No Loan
211,Alisha,Sankaran,F,1954-12-12,Bangalore,Punjab,Engineer,2022-09-18,Fixed Deposit,46511.85,341,Defaulted
212,Arhaan,D’Alia,O,1986-09-28,Chennai,Jharkhand,Retired,2020-09-19,Fixed Deposit,487149.86,697,Defaulted
213,Rati,Vasa,F,2002-11-15,Chennai,Manipur,Doctor,2020-07-28,Fixed Deposit,275214.91,432,No Loan
214,Prerak,Subramaniam,M,1959-08-11,Hyderabad,Uttar Pradesh,Business,2019-09-26,Salary,368780.74,534,Defaulted
215,Aarna,Bhandari,O,1997-04-19,Chennai,Nagaland,Engineer,2019-02-17,Fixed Deposit,353209.91,308,Defaulted
216,Priyansh,Thaker,M,1970-01-23,Mumbai,Chhattisgarh,Student,2018-04-19,Fixed Deposit,380993.81,791,Defaulted
217,Ivan,Sule,M,1959-08-16,Pune,Jharkhand,Doctor,2016-10-11,Current,433567.48,529,Defaulted
218,Reyansh,Kanda,O,1995-04-04,Bangalore,Bihar,Retired,2025-06-12,Savings,42969.3,467,Active
219,Rati,Jaggi,F,1986-08-29,Ahmedabad,Himachal Pradesh,Engineer,2020-12-08,Salary,37308.74,493,Closed
220,Bhamini,Kanda,M,1988-10-27,Chennai,Assam,Teacher,2024-12-13,Fixed Deposit,41593.04,464,Closed
221,Adah,Shah,M,1995-06-18,Bangalore,Karnataka,Other,2016-06-10,Salary,117380.81,795,Defaulted
222,Anay,Bath,M,1995-11-06,Chennai,Haryana,Other,2020-01-09,Fixed Deposit,431706.12,641,Defaulted
223,Khushi,Anne,O,2000-08-25,Pune,Tripura,Other,2025-07-20,Savings,406586.98,810,No Loan
224,Kashvi,Bahri,M,2000-07-06,Bangalore,Tripura,Other,2020-05-07,Current,453939.16,600,No Loan
225,Anaya,Lad,O,2006-03-25,Pune,Rajasthan,Engineer,2018-09-29,Fixed Deposit,376935.71,369,Active
226,Jivin,Master,F,1984-11-09,Delhi,Maharashtra,Business,2020-06-30,Salary,354382.42,744,Defaulted
